Quantity, Name, CardNumber, Expansion Code, Expansion Name, PurchasePrice, Foil, Condition, Language, PurchaseDate, Single Current Price, Total Current Price
1,"Brothers of Fire",179,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
2,"Builder's Bane",160,mir,Mirage,0.03,false,Mint,English,20201121,0.04,0.08
1,"Builder's Bane",160,mir,Mirage,0.03,false,Mint,Portuguese,20201121,0.04,0.04
1,"Burning Palm Efreet",161,mir,Mirage,0.05,false,Mint,English,20201121,0.06,0.06
2,"Burning Shield Askari",162,mir,Mirage,0.04,false,Mint,English,20201121,0.03,0.06
2,"Burning Shield Askari",162,mir,Mirage,0.04,false,Mint,Portuguese,20201121,0.03,0.06
1,"Burnout",68,all,Alliances,0.23,false,Mint,Portuguese,20201121,1.02,1.02
1,"Burrowing",180,4ed,Fourth Edition,0.05,false,Mint,Portuguese,20201121,0.04,0.04
1,"Cave People",215,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.05
1,"Chandler",69,hml,Homelands,0.05,false,Mint,English,20201121,0.05,0.05
1,"Chaos Charm",163,mir,Mirage,0.05,false,Mint,Portuguese,20201121,0.05,0.05
1,"Cinder Wall",94,wth,Weatherlight,0.03,false,Mint,English,20201121,0.03,0.03
2,"Cinder Wall",94,wth,Weatherlight,0.03,false,Mint,Portuguese,20201121,0.03,0.06
1,"Cone of Flame",95,wth,Weatherlight,0.06,false,Mint,Portuguese,20201121,0.05,0.05
1,"Conquer",216,5ed,Fifth Edition,0.06,false,Mint,English,20201121,0.08,0.08
1,"Consuming Ferocity",166,mir,Mirage,0.06,false,Mint,Portuguese,20201121,0.06,0.06
1,"Crimson Manticore",183,4ed,Fourth Edition,0.13,false,Mint,Portuguese,20201121,0.14,0.14
1,"Crimson Roc",168,mir,Mirage,0.05,false,Mint,English,20201121,0.04,0.04
1,"Death Spark",70,all,Alliances,0.11,false,Mint,Portuguese,20201121,0.1,0.1
1,"Detonate",184,4ed,Fourth Edition,0.05,false,Mint,English,20201121,0.05,0.05
2,"Disintegrate",219,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.07,0.14
1,"Dwarven Berserker",97,wth,Weatherlight,0.05,false,Mint,Portuguese,20201121,0.04,0.04
1,"Dwarven Catapult",220,5ed,Fifth Edition,0.08,false,Mint,Portuguese,20201121,0.1,0.1
1,"Dwarven Catapult",51,fem,Fallen Empires,0.08,false,Mint,English,20201121,0.09,0.09
1,"Dwarven Miner",169,mir,Mirage,0.25,false,Mint,English,20201121,0.99,0.99
1,"Dwarven Miner",169,mir,Mirage,0.25,false,Mint,Portuguese,20201121,0.99,0.99
1,"Dwarven Nomad",170,mir,Mirage,0.02,false,Mint,English,20201121,0.05,0.05
1,"Dwarven Nomad",170,mir,Mirage,0.02,false,Mint,Portuguese,20201121,0.05,0.05
2,"Dwarven Soldier",221,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.1
1,"Dwarven Soldier",,fem,Fallen Empires,0.04,false,Mint,English,20201121,0.05,0.05
4,"Dwarven Vigilantes",77,vis,Visions,0.03,false,Mint,English,20201121,0.03,0.12
1,"Dwarven Warriors",187,4ed,Fourth Edition,0.03,false,Mint,English,20201121,0.02,0.02
1,"Dwarven Warriors",144,fbb,Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
1,"Dwarven Warriors",187,4ed,Fourth Edition,0.03,false,Mint,Portuguese,20201121,0.02,0.02
1,"Enslaved Scout",,all,Alliances,0.03,false,Mint,Portuguese,20201121,0.05,0.05
2,"Enslaved Scout",,all,Alliances,0.05,false,Mint,Portuguese,20201121,0.05,0.1
2,"Errantry",224,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.1
2,"Errantry",183,ice,Ice Age,0.02,false,Mint,Portuguese,20201121,0.01,0.02
1,"Eternal Warrior",190,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
1,"Final Fortune",175,6ed,Classic Sixth Edition,6.29,false,Mint,Portuguese,20201121,14.22,14.22
2,"Fire Whip",100,wth,Weatherlight,0.07,false,Mint,Portuguese,20201121,0.08,0.16
2,"Fireball",150,sum,Summer Magic / Edgar,0.0,false,Mint,English,20201121,0.0,0.0
1,"Fireball",227,5ed,Fifth Edition,0.25,false,Mint,Portuguese,20201121,0.1,0.1
1,"Fireball",150,fbb,Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
2,"Fireblast",79,vis,Visions,0.25,false,Mint,English,20201121,0.66,1.32
1,"Fireblast",79,vis,Visions,0.25,false,Mint,Portuguese,20201121,0.66,0.66
1,"Firebreathing",174,mir,Mirage,0.03,false,Mint,English,20201121,0.02,0.02
1,"Firebreathing",174,mir,Mirage,0.03,false,Mint,Portuguese,20201121,0.02,0.02
3,"Firebreathing",228,5ed,Fifth Edition,0.04,false,Mint,English,20201121,0.03,0.09
1,"Firebreathing",228,5ed,Fifth Edition,0.04,false,Mint,Portuguese,20201121,0.03,0.03
1,"Firebreathing",151,fbb,Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
1,"Firestorm",101,wth,Weatherlight,14.48,false,Mint,English,20201121,15.0,15.0
1,"Fissure",194,4ed,Fourth Edition,0.05,false,Mint,Korean,20201121,0.04,0.04
2,"Fit of Rage",102,wth,Weatherlight,0.04,false,Mint,Portuguese,20201121,0.03,0.06
1,"Flame Spirit",229,5ed,Fifth Edition,0.08,false,Mint,English,20201121,0.08,0.08
1,"Flare",230,5ed,Fifth Edition,0.06,false,Mint,Portuguese,20201121,0.05,0.05
2,"Flare",176,mir,Mirage,0.04,false,Mint,Portuguese,20201121,0.04,0.08
3,"Flare",176,mir,Mirage,0.04,false,Mint,English,20201121,0.04,0.12
1,"Flashfires",152,fbb,Foreign Black Border,0.08,false,Mint,Portuguese,20201121,0.0,0.0
1,"Goblin Bomb",103,wth,Weatherlight,5.0,false,Mint,Portuguese,20201121,13.49,13.49
1,"Goblin Digging Team",31,ath,Anthologies,0.1,false,Mint,English,20201121,0.1,0.1
1,"Goblin Digging Team",234,5ed,Fifth Edition,0.03,false,Mint,English,20201121,0.04,0.04
3,"Goblin Elite Infantry",177,mir,Mirage,0.03,false,Mint,English,20201121,0.02,0.06
1,"Goblin Grenade",,fem,Fallen Empires,0.15,false,Mint,English,20201121,0.1,0.1
1,"Goblin Grenadiers",104,wth,Weatherlight,0.09,false,Mint,English,20201121,0.1,0.1
1,"Goblin Hero",235,5ed,Fifth Edition,0.04,false,Mint,English,20201121,0.04,0.04
1,"Goblin King",198,4ed,Fourth Edition,1.5,false,Mint,Portuguese,20201121,2.04,2.04
1,"Goblin Kites",57,fem,Fallen Empires,0.05,false,Mint,English,20201121,0.05,0.05
2,"Goblin Recruiter",80,vis,Visions,4.3,false,Mint,English,20201121,4.0,8.0
2,"Goblin Rock Sled",199,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
4,"Goblin Sappers",189,ice,Ice Age,0.03,false,Mint,Portuguese,20201121,0.02,0.08
2,"Goblin Shrine",50,chr,Chronicles,0.04,false,Mint,English,20201121,0.02,0.04
2,"Goblin Ski Patrol",190,ice,Ice Age,0.03,false,Mint,Portuguese,20201121,0.02,0.04
1,"Goblin Soothsayer",179,mir,Mirage,0.24,false,Mint,English,20201121,0.2,0.2
1,"Goblin Soothsayer",179,mir,Mirage,0.24,false,Mint,Portuguese,20201121,0.2,0.2
3,"Goblin Swine-Rider",81,vis,Visions,0.03,false,Mint,Portuguese,20201121,0.03,0.09
1,"Goblin Swine-Rider",81,vis,Visions,0.03,false,Mint,French,20201121,0.03,0.03
1,"Goblin Tinkerer",180,mir,Mirage,0.11,false,Mint,English,20201121,0.05,0.05
1,"Goblin Tinkerer",40,ath,Anthologies,0.11,false,NearMint,English,20201121,0.05,0.05
4,"Goblin Vandal",41,ath,Anthologies,0.1,false,Mint,Portuguese,20201121,0.09,0.36
2,"Goblin War Drums",237,5ed,Fifth Edition,0.09,false,Mint,English,20201121,0.21,0.42
2,"Goblins of the Flarg",70,drk,The Dark,0.08,false,Mint,English,20201121,0.15,0.3
1,"Gorilla Shaman",,all,Alliances,0.14,false,Mint,Portuguese,20201121,0.17,0.17
1,"Gorilla Shaman",,all,Alliances,0.1,false,Mint,Portuguese,20201121,0.2,0.2
1,"Gorilla War Cry",,all,Alliances,0.06,false,Mint,Portuguese,20201121,0.06,0.06
1,"Gorilla War Cry",,all,Alliances,0.09,false,Mint,Portuguese,20201121,0.09,0.09
2,"Gray Ogre",200,4ed,Fourth Edition,0.03,false,Mint,Portuguese,20201121,0.01,0.02
1,"Guerrilla Tactics",,all,Alliances,0.03,false,Mint,Portuguese,20201121,0.05,0.05
4,"Guerrilla Tactics",,all,Alliances,0.04,false,Mint,Portuguese,20201121,0.04,0.16
4,"Hearth Charm",82,vis,Visions,0.04,false,Mint,English,20201121,0.04,0.16
1,"Heat Stroke",107,wth,Weatherlight,2.49,false,Mint,Portuguese,20201121,3.5,3.5
1,"Hill Giant",239,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.05
1,"Hill Giant",201,4ed,Fourth Edition,0.05,false,Mint,Portuguese,20201121,0.01,0.01
1,"Hurloon Minotaur",159,fbb,Foreign Black Border,0.05,false,Mint,Portuguese,20201121,0.0,0.0
2,"Hurloon Minotaur",240,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.1
1,"Illicit Auction",190,6ed,Classic Sixth Edition,0.75,false,Mint,English,20201121,0.86,0.86
1,"Illicit Auction",190,6ed,Classic Sixth Edition,0.75,false,Mint,Portuguese,20201121,0.86,0.86
1,"Immolation",89,ren,Renaissance,0.0,false,Mint,English,20201121,0.0,0.0
2,"Imposing Visage",241,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.1
2,"Incinerate",242,5ed,Fifth Edition,0.08,false,Mint,English,20201121,0.09,0.18
4,"Ironclaw Orcs",245,5ed,Fifth Edition,0.02,false,Mint,English,20201121,0.04,0.16
1,"Ironclaw Orcs",206,4ed,Fourth Edition,0.04,false,Mint,Portuguese,20201121,0.05,0.05
1,"Joven",77,hml,Homelands,0.09,false,Mint,Portuguese,20201121,0.09,0.09
1,"Karplusan Giant",196,ice,Ice Age,0.05,false,Mint,Portuguese,20201121,0.07,0.07
1,"Keeper of Kookus",85,vis,Visions,0.04,false,Mint,English,20201121,0.04,0.04
1,"Keeper of Kookus",85,vis,Visions,0.04,false,Mint,French,20201121,0.04,0.04
1,"Lava Burst",198,ice,Ice Age,0.06,false,Mint,Portuguese,20201121,0.05,0.05
1,"Lava Hounds",198,8ed,Eighth Edition,0.09,false,Mint,English,20201121,0.09,0.09
1,"Lava Storm",110,wth,Weatherlight,0.03,false,Mint,English,20201121,0.02,0.02
3,"Lava Storm",110,wth,Weatherlight,0.03,false,NearMint,Portuguese,20201121,0.02,0.06
1,"Lightning Cloud",87,vis,Visions,0.2,false,Mint,English,20201121,0.8,0.8
1,"Lightning Reflexes",186,mir,Mirage,0.03,false,Mint,English,20201121,0.04,0.04
2,"Lightning Reflexes",186,mir,Mirage,0.03,false,Mint,Portuguese,20201121,0.04,0.08
1,"Mana Flare",249,5ed,Fifth Edition,5.09,false,Mint,English,20201121,6.99,6.99
1,"Manabarbs",165,fbb,Foreign Black Border,0.21,false,Mint,Portuguese,20201121,0.0,0.0
1,"Maraxus of Keld",111,wth,Weatherlight,0.4,false,Mint,English,20201121,2.48,2.48
1,"Melee",200,ice,Ice Age,0.05,false,Mint,Portuguese,20201121,0.04,0.04
1,"Meteor Shower",202,ice,Ice Age,0.04,false,Mint,Portuguese,20201121,0.03,0.03
3,"Mob Mentality",88,vis,Visions,0.11,false,Mint,English,20201121,0.11,0.33
1,"Mons's Goblin Raiders",167,fbb,Foreign Black Border,0.04,false,Mint,Portuguese,20201121,0.0,0.0
1,"Mons's Goblin Raiders",213,4ed,Fourth Edition,0.04,false,Mint,Portuguese,20201121,0.05,0.05
2,"Mountain Goat",252,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.1
1,"Mountain Goat",252,5ed,Fifth Edition,0.05,false,Mint,Portuguese,20201121,0.05,0.05
1,"Mountain Goat",203,ice,Ice Age,0.06,false,Mint,Portuguese,20201121,0.05,0.05
1,"Mountain Yeti",159,leg,Legends,1.19,false,Mint,English,20201121,3.05,3.05
1,"Omen of Fire",75,all,Alliances,0.6,false,Mint,Portuguese,20201121,4.5,4.5
1,"Orcish Artillery",253,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.05,0.05
1,"Orcish Captain",254,5ed,Fifth Edition,0.1,false,Mint,Portuguese,20201121,0.1,0.1
3,"Orcish Conscripts",255,5ed,Fifth Edition,0.04,false,Mint,English,20201121,0.04,0.12
1,"Orcish Farmer",207,ice,Ice Age,0.02,false,Mint,Portuguese,20201121,0.02,0.02
1,"Orcish Farmer",256,5ed,Fifth Edition,0.03,false,Mint,English,20201121,0.04,0.04
5,"Orcish Lumberjack",210,ice,Ice Age,0.08,false,Mint,English,20201121,0.1,0.5
1,"Orcish Spy",,fem,Fallen Empires,0.04,false,Mint,English,20201121,0.06,0.06
1,"Panic",260,5ed,Fifth Edition,0.1,false,Mint,English,20201121,0.19,0.19
1,"Pillage",76,all,Alliances,0.0,false,Mint,Portuguese,20201121,0.24,0.24
1,"Primitive Justice",77,all,Alliances,0.08,false,Mint,Portuguese,20201121,0.06,0.06
1,"Primordial Ooze",160,leg,Legends,0.5,false,Mint,English,20201121,2.68,2.68
1,"Primordial Ooze",261,5ed,Fifth Edition,0.05,false,Mint,Portuguese,20201121,0.04,0.04
1,"Pyric Salamander",187,mir,Mirage,0.02,false,Mint,Portuguese,20201121,0.01,0.01
1,"Pyroblast",262,5ed,Fifth Edition,1.73,false,Mint,English,20201121,2.54,2.54
1,"Pyroblast",262,5ed,Fifth Edition,1.73,false,Mint,Portuguese,20201121,2.54,2.54
1,"Pyroclasm",214,ice,Ice Age,0.15,false,Mint,Portuguese,20201121,0.24,0.24
1,"Pyrokinesis",78,all,Alliances,0.09,false,Mint,Portuguese,20201121,0.17,0.17
1,"Pyrotechnics",217,4ed,Fourth Edition,0.07,false,Mint,English,20201121,0.07,0.07
1,"Pyrotechnics",217,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
2,"Raging Spirit",188,mir,Mirage,0.03,false,Mint,English,20201121,0.02,0.04
1,"Raiding Party",64,fem,Fallen Empires,0.04,false,Mint,English,20201121,0.04,0.04
2,"Reign of Chaos",190,mir,Mirage,0.05,false,Mint,English,20201121,0.05,0.1
1,"Roc Hatchling",113,wth,Weatherlight,0.06,false,Mint,Portuguese,20201121,0.05,0.05
1,"Rock Slide",92,vis,Visions,0.03,false,Mint,English,20201121,0.04,0.04
1,"Sabretooth Tiger",264,5ed,Fifth Edition,0.03,false,Mint,English,20201121,0.03,0.03
1,"Sawtooth Ogre",114,wth,Weatherlight,0.03,false,Mint,Portuguese,20201121,0.02,0.02
1,"Sawtooth Ogre",114,wth,Weatherlight,0.03,false,Mint,English,20201121,0.02,0.02
1,"Searing Spear Askari",191,mir,Mirage,0.03,false,Mint,English,20201121,0.04,0.04
2,"Shatter",265,5ed,Fifth Edition,0.04,false,Mint,English,20201121,0.05,0.1
1,"Shatterstorm",205,6ed,Classic Sixth Edition,0.15,false,NearMint,English,20201121,0.39,0.39
1,"Sisters of the Flame",221,4ed,Fourth Edition,0.04,false,Mint,Portuguese,20201121,0.04,0.04
2,"Soldier of Fortune",80,all,Alliances,0.13,false,Mint,English,20201121,0.13,0.26
3,"Solfatara",93,vis,Visions,0.04,false,Mint,English,20201121,0.05,0.15
2,"Song of Blood",94,vis,Visions,0.05,false,Mint,English,20201121,0.05,0.1
1,"Song of Blood",94,vis,Visions,0.05,false,Mint,Portuguese,20201121,0.05,0.05
3,"Spitting Earth",117,s99,Starter 1999,0.13,false,Mint,English,20201121,0.14,0.42
1,"Stone Giant",269,5ed,Fifth Edition,0.08,false,Mint,English,20201121,0.08,0.08
1,"Stone Rain",224,4bb,Fourth Edition Foreign Black Border,0.08,false,Mint,Portuguese,20201121,0.0,0.0
1,"Stone Rain",224,4ed,Fourth Edition,0.07,false,Mint,Portuguese,20201121,0.05,0.05
1,"Stone Rain",217,ice,Ice Age,0.06,false,Mint,Portuguese,20201121,0.04,0.04
2,"Stone Rain",270,5ed,Fifth Edition,0.08,false,Mint,English,20201121,0.05,0.1
1,"Stone Rain",194,mir,Mirage,0.06,false,Mint,English,20201121,0.05,0.05
1,"Stonehands",219,ice,Ice Age,0.03,false,Mint,Portuguese,20201121,0.02,0.02
1,"Storm Shaman",,all,Alliances,0.03,false,Mint,Portuguese,20201121,0.04,0.04
1,"Storm Shaman",,all,Alliances,0.1,false,Mint,Portuguese,20201121,0.05,0.05
1,"Storm Shaman",,dkm,Deckmasters,0.1,false,NearMint,English,20201121,0.1,0.1
3,"Suq'Ata Lancer",96,vis,Visions,0.04,false,Mint,English,20201121,0.04,0.12
1,"Talruum Champion",97,vis,Visions,0.02,false,Mint,Portuguese,20201121,0.02,0.02
2,"Talruum Champion",97,vis,Visions,0.02,false,Mint,English,20201121,0.02,0.04
1,"Talruum Minotaur",210,6ed,Classic Sixth Edition,0.05,false,Mint,English,20201121,0.05,0.05
2,"The Brute",272,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.04,0.08
1,"The Brute",226,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,Portuguese,20201121,0.0,0.0
1,"Thunderbolt",115,wth,Weatherlight,0.05,false,Mint,English,20201121,0.03,0.03
3,"Thunderbolt",115,wth,Weatherlight,0.05,false,Mint,Portuguese,20201121,0.03,0.09
5,"Tremor",99,vis,Visions,0.02,false,Mint,Portuguese,20201121,0.04,0.2
3,"Varchild's Crusader",,all,Alliances,0.04,false,Mint,English,20201121,0.04,0.12
1,"Varchild's War-Riders",83,all,Alliances,1.48,false,Mint,Portuguese,20201121,4.25,4.25
3,"Veteran's Voice",,all,Alliances,0.03,false,Mint,Portuguese,20201121,0.04,0.12
2,"Viashino Warrior",200,mir,Mirage,0.03,false,Mint,English,20201121,0.02,0.04
1,"Viashino Warrior",200,mir,Mirage,0.03,false,Mint,Portuguese,20201121,0.02,0.02
1,"Wall of Fire",273,5ed,Fifth Edition,0.05,false,Mint,English,20201121,0.08,0.08
2,"Wall of Heat",170,leg,Legends,0.2,false,Mint,English,20201121,0.3,0.6
2,"Wall of Stone",274,5ed,Fifth Edition,0.06,false,Mint,English,20201121,0.06,0.12
1,"Wall of Stone",274,5ed,Fifth Edition,24.95,false,Mint,Portuguese,20201121,0.06,0.06
1,"Wall of Stone",274,5ed,Fifth Edition,24.95,false,NearMint,Portuguese,20201121,0.06,0.06
1,"Word of Blasting",224,ice,Ice Age,0.07,false,Mint,English,20201121,0.08,0.08
