Quantity, Name, CardNumber, Expansion Code, Expansion Name, PurchasePrice, Foil, Condition, Language, PurchaseDate, Single Current Price, Total Current Price
1,"Clockwork Steed",357,5ed,Fifth Edition,0.1,false,Mint,English,20200621,0.09,0.09
1,"Conservator",309,4ed,Fourth Edition,0.05,false,Mint,Portuguese,20200621,0.05,0.05
1,"Coral Helm",359,5ed,Fifth Edition,0.09,false,Mint,English,20200621,0.14,0.14
2,"Crown of the Ages",360,5ed,Fifth Edition,0.13,false,Mint,English,20200621,0.23,0.46
1,"Crystal Golem",298,mir,Mirage,0.05,false,Mint,Portuguese,20200621,0.06,0.06
2,"Crystal Rod",361,5ed,Fifth Edition,0.01,false,Mint,English,20200621,0.05,0.1
1,"Diabolic Machine",363,5ed,Fifth Edition,0.05,false,Mint,English,20200621,0.03,0.03
1,"Diamond Kaleidoscope",143,vis,Visions,0.15,false,Mint,English,20200621,1.6,1.6
1,"Dragon Engine",246,fbb,Foreign Black Border,0.0,false,Mint,English,20200621,0.0,0.0
1,"Dragon Mask",283,6ed,Classic Sixth Edition,0.05,false,Mint,English,20200621,0.05,0.05
1,"Dragon Mask",144,vis,Visions,0.05,false,Mint,Portuguese,20200621,0.08,0.08
2,"Ebony Rhino",106,hml,Homelands,0.08,false,Mint,Portuguese,20200621,0.08,0.16
1,"Elkin Bottle",35,dkm,Deckmasters,0.11,false,Mint,English,20200621,0.14,0.14
2,"Ersatz Gnomes",301,mir,Mirage,0.06,false,Mint,English,20200621,0.06,0.12
1,"Feldon's Cane",119,rin,Rinascimento,0.0,false,Mint,Portuguese,20200621,0.0,0.0
1,"Floodwater Dam",119,all,Alliances,0.15,false,Mint,Portuguese,20200621,0.87,0.87
1,"Flying Carpet",320,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,English,20200621,0.0,0.0
1,"Fountain of Youth",98,chr,Chronicles,0.04,false,Mint,Portuguese,20200621,0.03,0.03
1,"Gauntlets of Chaos",99,chr,Chronicles,0.14,false,Mint,English,20200621,0.1,0.1
1,"Gauntlets of Chaos",373,5ed,Fifth Edition,0.1,false,Mint,English,20200621,0.15,0.15
2,"Glasses of Urza",287,6ed,Classic Sixth Edition,0.1,false,Mint,English,20200621,0.15,0.3
2,"Grapeshot Catapult",52,atq,Antiquities,0.15,false,Mint,English,20200621,0.36,0.72
1,"Grapeshot Catapult",375,5ed,Fifth Edition,0.03,false,Mint,Portuguese,20200621,0.03,0.03
1,"Igneous Golem",305,mir,Mirage,0.06,false,Mint,Portuguese,20200621,0.06,0.06
1,"Implements of Sacrifice",88,fem,Fallen Empires,0.24,false,Mint,English,20200621,0.6,0.6
1,"Iron Star",379,5ed,Fifth Edition,0.08,false,Mint,English,20200621,0.01,0.01
1,"Iron-Heart Chimera",146,vis,Visions,0.05,false,Mint,English,20200621,0.08,0.08
1,"Ivory Cup",380,5ed,Fifth Edition,0.05,false,Mint,English,20200621,0.08,0.08
1,"Ivory Cup",252,leb,Limited Edition Beta,5.61,false,Mint,Portuguese,20200621,13.0,13.0
1,"Jangling Automaton",151,wth,Weatherlight,0.03,false,Mint,Portuguese,20200621,0.03,0.03
2,"Joven's Tools",386,5ed,Fifth Edition,0.05,false,Mint,English,20200621,0.07,0.14
2,"Juju Bubble",147,vis,Visions,0.05,false,Mint,English,20200621,0.05,0.1
1,"Kormus Bell",256,lea,Limited Edition Alpha,225.68,false,Mint,English,20200621,800.0,800.0
1,"Library of Leng",261,fbb,Foreign Black Border,0.0,false,Mint,Portuguese,20200621,0.0,0.0
1,"Marble Diamond",297,6ed,Classic Sixth Edition,0.73,false,Mint,English,20200621,0.34,0.34
1,"Matopi Golem",150,vis,Visions,0.05,false,Mint,English,20200621,0.07,0.07
1,"Meekstone",264,3ed,Revised Edition,3.49,false,Mint,English,20200621,4.0,4.0
1,"Mind Stone",335,10e,Tenth Edition,0.79,false,Mint,English,20200621,0.8,0.8
1,"Mind Stone",335,10e,Tenth Edition,0.79,false,Mint,Portuguese,20200621,0.8,0.8
1,"Mishra's Groundbreaker",123,all,Alliances,0.05,false,Mint,Portuguese,20200621,0.05,0.05
1,"Nevinyrral's Disk",391,5ed,Fifth Edition,1.28,false,Mint,English,20200621,2.0,2.0
1,"Obelisk of Undoing",392,5ed,Fifth Edition,0.1,false,Mint,English,20200621,0.1,0.1
1,"Onulet",59,atq,Antiquities,0.77,false,Mint,Portuguese,20200621,1.59,1.59
1,"Onyx Talisman",331,ice,Ice Age,0.09,false,Mint,English,20200621,0.12,0.12
1,"Phyrexian Devourer",125,all,Alliances,2.78,false,Mint,Portuguese,20200621,11.29,11.29
1,"Phyrexian Dreadnought",315,mir,Mirage,30.0,false,Mint,English,20200621,86.13,86.13
1,"Phyrexian Furnace",155,wth,Weatherlight,0.24,false,Mint,English,20200621,0.24,0.24
1,"Phyrexian Portal",126,all,Alliances,0.5,false,Mint,Portuguese,20200621,1.5,1.5
1,"Phyrexian War Beast",,all,Alliances,0.05,false,Mint,Portuguese,20200621,0.05,0.05
1,"Phyrexian War Beast",,all,Alliances,0.05,false,Mint,Portuguese,20200621,0.05,0.05
1,"Plains",301,cmd,Commander 2011,0.07,false,Mint,Portuguese,20200621,0.09,0.09
1,"Primal Clay",342,4ed,Fourth Edition,0.1,false,Mint,Portuguese,20200621,0.14,0.14
1,"Sand Golem",318,mir,Mirage,0.06,false,Mint,Portuguese,20200621,0.06,0.06
1,"Scarab of the Unseen",128,all,Alliances,0.05,false,Mint,Portuguese,20200621,0.1,0.1
1,"Skull Catapult",399,5ed,Fifth Edition,0.05,false,Mint,English,20200621,0.05,0.05
1,"Skull Catapult",399,5ed,Fifth Edition,0.05,false,Mint,Portuguese,20200621,0.05,0.05
1,"Sol Grail",130,all,Alliances,0.1,false,Mint,Portuguese,20200621,0.1,0.1
1,"Soldevi Steam Beast",,all,Alliances,0.01,false,Mint,Portuguese,20200621,0.06,0.06
2,"Soldevi Steam Beast",,all,Alliances,0.03,false,Mint,Portuguese,20200621,0.03,0.06
1,"Steel Golem",157,wth,Weatherlight,0.25,false,Mint,Portuguese,20200621,0.24,0.24
1,"Straw Golem",158,wth,Weatherlight,0.05,false,Mint,Portuguese,20200621,0.05,0.05
1,"Tawnos's Weaponry",401,5ed,Fifth Edition,0.09,false,Mint,English,20200621,0.01,0.01
1,"Telim'Tor's Darts",321,mir,Mirage,0.04,false,Mint,Portuguese,20200621,0.05,0.05
1,"Tetravus",350,4ed,Fourth Edition,0.24,false,Mint,Portuguese,20200621,0.24,0.24
1,"The Rack",72,atq,Antiquities,7.2,false,Mint,Portuguese,20200621,20.0,20.0
1,"The Rack",352,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,Portuguese,20200621,0.0,0.0
1,"Thran Forge",159,wth,Weatherlight,0.08,false,Mint,Portuguese,20200621,0.1,0.1
1,"Thran Tome",160,wth,Weatherlight,0.19,false,NearMint,English,20200621,0.88,0.88
1,"Throne of Bone",316,6ed,Classic Sixth Edition,0.05,false,Mint,English,20200621,0.09,0.09
1,"Throne of Bone",279,fbb,Foreign Black Border,0.0,false,Mint,Portuguese,20200621,0.0,0.0
1,"Time Bomb",342,ice,Ice Age,0.23,false,Mint,Portuguese,20200621,0.3,0.3
1,"Tin-Wing Chimera",157,vis,Visions,0.06,false,Mint,English,20200621,0.1,0.1
1,"Tormod's Crypt",109,chr,Chronicles,0.14,false,Mint,English,20200621,0.3,0.3
2,"Urza's Engine",135,all,Alliances,0.05,false,Mint,Portuguese,20200621,0.05,0.1
1,"Wall of Spears",96,dpa,Duels of the Planeswalkers,0.11,false,Mint,English,20200621,0.06,0.06
1,"Wall of Spears",356,4bb,Fourth Edition Foreign Black Border,0.0,false,Mint,Portuguese,20200621,0.0,0.0
1,"Wall of Spears",407,5ed,Fifth Edition,0.05,false,Mint,Portuguese,20200621,0.05,0.05
1,"Wooden Sphere",321,8ed,Eighth Edition,0.05,false,Mint,English,20200621,0.05,0.05
1,"Zuran Orb",350,ice,Ice Age,1.15,false,Mint,Portuguese,20200621,0.3,0.3
