Quantity, Name, CardNumber, Expansion Code, Expansion Name, PurchasePrice, Foil, Condition, Language, PurchaseDate, Single Current Price, Total Current Price
1,"Blue Ward",7,sum,Summer Magic / Edgar,0.01,false,NearMint,English,19960619,0.0,0.0
2,"Boiling Blood",92,wth,Weatherlight,0.01,false,Mint,English,19960620,0.07,0.14
1,"Brainwash",13,5ed,Fifth Edition,0.01,false,NearMint,English,19960619,0.05,0.05
1,"Brass Man",59,arn,Arabian Nights,0.01,false,NearMint,English,20060619,27.5,27.5
1,"Brass Man",59,arn,Arabian Nights,0.01,false,Mint,English,20200620,27.5,27.5
1,"Brassclaw Orcs",213,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.05,0.05
1,"Breezekeeper",27,vis,Visions,0.01,false,Mint,English,20200620,0.05,0.05
2,"Brothers of Fire",214,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.02,0.04
1,"Brush with Death",52,sth,Stronghold,0.01,false,Mint,English,19960620,0.03,0.03
1,"Bull Elephant",9,mgb,Multiverse Gift Box,0.01,false,Mint,English,19960619,0.0,0.0
3,"Bull Elephant",101,vis,Visions,0.01,false,Mint,English,20200620,0.03,0.09
1,"Bullwhip",132,sth,Stronghold,0.01,false,Mint,English,20200620,0.05,0.05
1,"Burning Shield Askari",162,mir,Mirage,0.01,false,Mint,English,19960620,0.03,0.03
1,"Calming Licid",2,sth,Stronghold,0.01,false,NearMint,English,19960619,0.05,0.05
2,"Cannibalize",53,sth,Stronghold,0.01,false,Mint,English,19960620,0.09,0.18
1,"Carapace",,hml,Homelands,0.01,false,Mint,English,19960619,0.06,0.06
1,"Caribou Range",14,5ed,Fifth Edition,0.01,false,NearMint,English,19960619,0.16,0.16
1,"Carnivorous Plant",75,drk,The Dark,0.01,false,Mint,English,20200620,0.1,0.1
1,"Castle",9,lea,Limited Edition Alpha,0.01,false,NearMint,English,19960619,3999.99,3999.99
1,"Cat Warriors",177,leg,Legends,0.01,false,Mint,English,19960619,0.25,0.25
1,"Cat Warriors",282,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.05,0.05
2,"Change of Heart",3,sth,Stronghold,0.01,false,Mint,English,19960619,0.04,0.08
1,"Chaos Charm",163,mir,Mirage,0.01,false,Mint,English,19960620,0.05,0.05
4,"Choke",219,tmp,Tempest,0.01,false,Mint,English,19960620,1.95,7.8
1,"Choking Vines",123,wth,Weatherlight,0.01,false,Mint,English,19960619,0.04,0.04
1,"Chromium",224,leg,Legends,0.01,false,NearMint,English,20060619,69.0,69.0
1,"Cinder Wall",94,wth,Weatherlight,0.01,false,Mint,English,19960620,0.03,0.03
1,"Circle of Protection: Artifacts",4,atq,Antiquities,0.01,false,NearMint,English,19960619,2.65,2.65
1,"Circle of Protection: Blue",11,leb,Limited Edition Beta,0.01,false,NearMint,English,19960619,6.15,6.15
1,"Clay Statue",355,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.05,0.05
3,"Cloud Elemental",5,btd,Beatdown Box Set,0.01,false,Mint,English,20200620,0.08,0.24
1,"Cloud Spirit",26,sth,Stronghold,0.01,false,Mint,English,20200620,0.02,0.02
2,"Coercion",119,6ed,Classic Sixth Edition,0.01,false,Mint,English,19960620,0.02,0.04
1,"Coils of the Medusa",65,wth,Weatherlight,0.01,false,Mint,English,19960620,0.03,0.03
1,"Contempt",27,sth,Stronghold,0.01,false,Mint,English,20200620,0.04,0.04
2,"Conviction",5,sth,Stronghold,0.01,false,NearMint,English,19960619,0.04,0.08
1,"Convulsing Licid",77,sth,Stronghold,0.01,false,Mint,English,19960620,0.05,0.05
1,"Corrupting Licid",54,sth,Stronghold,0.01,false,Mint,English,19960620,0.07,0.07
1,"Cosmic Horror",92,leg,Legends,0.01,false,NearMint,English,20060619,20.35,20.35
1,"Cosmic Horror",92,leg,Legends,0.01,false,Mint,English,19960620,20.35,20.35
1,"Craw Wurm",190,lea,Limited Edition Alpha,0.01,false,NearMint,English,19960619,59.95,59.95
1,"Craw Wurm",191,2ed,Unlimited Edition,0.01,false,Mint,English,19960619,0.7,0.7
1,"Creeping Mold",103,vis,Visions,0.01,false,Mint,English,19960619,0.1,0.1
1,"Crimson Roc",168,mir,Mirage,0.01,false,Mint,English,19960619,0.04,0.04
1,"Crossbow Ambush",105,sth,Stronghold,0.01,false,Mint,English,19960619,0.04,0.04
1,"Crystal Vein",325,mir,Mirage,0.01,false,Mint,English,20200620,1.44,1.44
1,"Cursed Land",98,3ed,Revised Edition,0.01,false,Mint,English,19960620,0.1,0.1
1,"Cyclone",62,chr,Chronicles,0.01,false,Mint,English,19960619,0.21,0.21
1,"Cyclopean Mummy",128,4bb,Fourth Edition Foreign Black Border,0.01,false,Mint,English,19960620,0.0,0.0
2,"D'Avenant Archer",5,chr,Chronicles,0.01,false,NearMint,English,19960619,0.02,0.04
2,"Dandân",79,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.07,0.14
1,"Dark Privilege",56,vis,Visions,0.01,false,Mint,English,19960620,0.13,0.13
1,"Dark Privilege",56,vis,Visions,0.08,false,NearMint,English,20200620,0.13,0.13
1,"Dauthi Trapper",56,sth,Stronghold,0.01,false,Mint,English,19960620,0.18,0.18
1,"Dazzling Beauty",8,mir,Mirage,0.01,false,NearMint,English,19960619,0.03,0.03
2,"Death Ward",18,leb,Limited Edition Beta,0.01,false,NearMint,English,19960619,7.23,14.46
1,"Death Ward",19,ice,Ice Age,0.01,false,NearMint,English,19960619,0.04,0.04
1,"Deflection",81,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.18,0.18
1,"Delirium",260,mir,Mirage,0.01,false,Mint,English,20200620,0.2,0.2
1,"Desperate Gambit",96,wth,Weatherlight,0.01,false,Mint,English,19960620,0.1,0.1
1,"Detonate",24,atq,Antiquities,0.01,false,Mint,English,19960620,3.0,3.0
1,"Diabolic Machine",363,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.03,0.03
1,"Disempower",9,mir,Mirage,0.01,false,NearMint,English,19960619,0.02,0.02
1,"Disenchant",12,a25,Masters 25,0.01,false,Mint,English,19960619,0.04,0.04
1,"Disenchant",18,lea,Limited Edition Alpha,0.01,false,Mint,English,19960619,149.98,149.98
2,"Disintegrate",31,itp,Introductory Two-Player Set,0.01,false,Mint,English,19960619,0.0,0.0
2,"Divine Offering",6,chr,Chronicles,0.01,false,NearMint,English,19960619,0.03,0.06
1,"Dormant Volcano",161,vis,Visions,0.01,false,Mint,English,20200620,0.19,0.19
1,"Downdraft",125,wth,Weatherlight,0.01,false,Mint,English,20200620,0.06,0.06
1,"Dream Cache",88,c18,Commander 2018,0.01,false,Mint,English,20200620,0.11,0.11
2,"Dream Prowler",29,sth,Stronghold,0.01,false,Mint,English,20200620,0.03,0.06
2,"Duct Crawler",79,sth,Stronghold,0.01,false,Mint,English,19960620,0.02,0.04
1,"Dungeon Shade",58,sth,Stronghold,0.01,false,Mint,English,19960620,0.04,0.04
1,"Durkwood Boars",38,s00,Starter 2000,0.01,false,Mint,English,19960619,0.1,0.1
1,"Dwarven Ruins",415,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.19,0.19
1,"Dwarven Soldier",,fem,Fallen Empires,0.01,false,NearMint,English,19960620,0.08,0.08
2,"Dwarven Vigilantes",77,vis,Visions,0.01,false,Mint,English,19960619,0.03,0.06
1,"Dwarven Warriors",187,4ed,Fourth Edition,0.01,false,Mint,English,19960620,0.02,0.02
1,"Earthquake",147,2ed,Unlimited Edition,0.01,false,Mint,English,19960620,79.99,79.99
1,"Ekundu Cyclops",171,mir,Mirage,0.01,false,Mint,English,19960619,0.02,0.02
2,"Elven Cache",105,vis,Visions,0.01,false,Mint,English,20200620,0.04,0.08
1,"Emerald Charm",106,vis,Visions,0.01,false,Mint,English,19960619,0.08,0.08
1,"Emerald Dragonfly",184,leg,Legends,0.01,false,Mint,English,19960619,0.3,0.3
1,"Endangered Armodon",107,sth,Stronghold,0.01,false,Mint,English,19960619,0.01,0.01
1,"Energy Tap",69,4ed,Fourth Edition,0.01,false,Mint,English,20200620,0.05,0.05
1,"Enfeeblement",121,mir,Mirage,0.01,false,Mint,English,19960620,0.02,0.02
1,"Enslaved Scout",,all,Alliances,0.01,false,Mint,English,19960620,0.05,0.05
1,"Erg Raiders",135,4bb,Fourth Edition Foreign Black Border,0.01,false,Mint,English,19960620,0.0,0.0
1,"Evacuation",30,sth,Stronghold,0.01,false,NearMint,English,19960619,3.42,3.42
1,"Evacuation",30,sth,Stronghold,0.01,false,Mint,English,20200620,3.42,3.42
1,"Fallow Wurm",126,wth,Weatherlight,0.01,false,Mint,English,19960619,0.05,0.05
1,"False Demise",,all,Alliances,0.01,false,Mint,English,20200620,0.03,0.03
1,"Fear",109,leb,Limited Edition Beta,0.01,false,Mint,English,19960620,6.0,6.0
1,"Fellwar Stone",369,5ed,Fifth Edition,0.01,false,Mint,English,20200620,2.59,2.59
1,"Feral Instinct",107,vis,Visions,0.01,false,Mint,English,19960619,0.03,0.03
1,"Fetid Horror",123,mir,Mirage,0.01,false,Mint,English,19960620,0.01,0.01
1,"Fire Drake",226,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.05,0.05
1,"Fire Whip",63,tsb,Time Spiral Timeshifted,0.01,false,Mint,English,19960620,0.11,0.11
1,"Fireblast",79,vis,Visions,0.01,false,Mint,English,19960619,0.66,0.66
2,"Fishliver Oil",13,arn,Arabian Nights,0.01,false,Mint,English,20200620,3.88,7.76
1,"Fissure",194,4ed,Fourth Edition,0.01,false,Mint,English,19960619,0.04,0.04
1,"Fit of Rage",102,wth,Weatherlight,0.01,false,Mint,English,19960620,0.03,0.03
1,"Flare",176,mir,Mirage,0.01,false,Mint,English,19960620,0.04,0.04
2,"Flare",230,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.05,0.1
2,"Flash Flood",57,leg,Legends,0.01,false,Mint,English,20200620,0.25,0.5
1,"Flight",86,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.08,0.08
1,"Flight",72,4bb,Fourth Edition Foreign Black Border,0.01,false,Mint,English,20200620,0.0,0.0
1,"Fling",44,pc2,Planechase 2012,0.01,false,Mint,English,19960620,0.1,0.1
1,"Floodgate",381,mb1,Mystery Booster,0.01,false,Mint,English,20200620,0.1,0.1
1,"Flowstone Blade",83,sth,Stronghold,0.01,false,Mint,English,19960620,0.03,0.03
2,"Flowstone Shambler",185,9ed,Ninth Edition,0.01,false,Mint,English,19960620,0.04,0.08
1,"Fog",55,btd,Beatdown Box Set,0.01,false,Mint,English,19960619,0.22,0.22
1,"Fog",195,fbb,Foreign Black Border,0.01,false,Mint,English,19960619,0.0,0.0
2,"Fog Elemental",69,6ed,Classic Sixth Edition,0.01,false,Mint,English,20200620,0.03,0.06
1,"Fortified Area",26,4bb,Fourth Edition Foreign Black Border,0.01,false,NearMint,English,20200619,0.0,0.0
2,"Foul Imp",59,sth,Stronghold,0.01,false,Mint,English,19960620,0.02,0.04
1,"Fountain of Youth",98,chr,Chronicles,0.01,false,Mint,English,20200620,0.03,0.03
1,"Funeral Charm",61,vis,Visions,0.01,false,Mint,English,20200620,0.22,0.22
1,"Furnace Spirit",87,sth,Stronghold,0.01,false,Mint,English,19960620,0.03,0.03
1,"Fyndhorn Elder",297,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.21,0.21
1,"Gaseous Form",74,4bb,Fourth Edition Foreign Black Border,0.01,false,Mint,English,20200620,0.0,0.0
1,"Gaseous Form",90,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.04,0.04
2,"Ghazbán Ogre",49,arn,Arabian Nights,0.01,false,Mint,English,19960619,3.99,7.98
2,"Ghazbán Ogre",298,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.03,0.06
3,"Giant Caterpillar",108,vis,Visions,0.01,false,Mint,English,20200620,0.03,0.09
1,"Giant Growth",233,6ed,Classic Sixth Edition,0.01,false,Mint,English,19960619,0.04,0.04
2,"Giant Growth",199,3ed,Revised Edition,0.01,false,Mint,English,19960619,0.1,0.2
2,"Giant Slug",99,leg,Legends,0.01,false,Mint,English,19960620,0.24,0.48
1,"Giant Spider",300,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.04,0.04
1,"Giant Strength",149,leg,Legends,0.01,false,Mint,English,19960620,0.27,0.27
1,"Gibbering Hyenas",219,mir,Mirage,0.01,false,Mint,English,19960619,0.01,0.01
1,"Glasses of Urza",321,4ed,Fourth Edition,0.01,false,Mint,English,20200620,0.1,0.1
1,"Gloom",165,5ed,Fifth Edition,0.01,false,Mint,English,19960620,0.07,0.07
1,"Goblin Artisans",79,rin,Rinascimento,0.01,false,Mint,English,19960620,0.0,0.0
1,"Goblin Digging Team",31,ath,Anthologies,0.01,false,Mint,English,19960620,0.1,0.1
1,"Goblin Recruiter",38,ath,Anthologies,0.01,false,Mint,English,19960620,5.67,5.67
1,"Goblin Rock Sled",199,4bb,Fourth Edition Foreign Black Border,0.01,false,Mint,English,19960620,0.0,0.0
3,"Goblin Shrine",68,drk,The Dark,0.01,false,Mint,English,19960620,0.15,0.45
1,"Goblin Swine-Rider",81,vis,Visions,0.01,false,Mint,English,19960620,0.03,0.03
1,"Goblin War Drums",,fem,Fallen Empires,0.01,false,Mint,English,19960620,0.09,0.09
4,"Goblins of the Flarg",70,drk,The Dark,0.01,false,Mint,English,19960620,0.15,0.6
1,"Gorilla Berserkers",,all,Alliances,0.01,false,Mint,English,20200620,0.05,0.05
2,"Gossamer Chains",6,vis,Visions,0.01,false,NearMint,English,20060619,0.09,0.18
1,"Grapeshot Catapult",375,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.03,0.03
1,"Grasslands",327,mir,Mirage,0.01,false,Mint,English,20200620,0.45,0.45
1,"Grave Robbers",46,drk,The Dark,0.01,false,Mint,English,20200620,6.05,6.05
1,"Gray Ogre",157,3ed,Revised Edition,0.01,false,Mint,English,19960619,0.05,0.05
1,"Greater Realm of Preservation",31,5ed,Fifth Edition,0.01,false,NearMint,English,19960619,0.08,0.08
1,"Grizzly Bears",200,leb,Limited Edition Beta,0.01,false,Mint,English,19960619,13.4,13.4
1,"Guided Strike",16,wth,Weatherlight,0.01,false,NearMint,English,20200619,0.04,0.04
1,"Hammerhead Shark",32,sth,Stronghold,0.01,false,Mint,English,20200620,0.04,0.04
1,"Harbor Guardian",266,mir,Mirage,0.01,false,Mint,English,20200620,0.07,0.07
2,"Hasran Ogress",53,rin,Rinascimento,0.01,false,Mint,English,19960620,0.0,0.0
1,"Hazerider Drake",268,mir,Mirage,0.01,false,Mint,English,20200620,0.06,0.06
1,"Healing Salve",22,lea,Limited Edition Alpha,0.01,false,NearMint,English,19960619,79.99,79.99
2,"Hearth Charm",82,vis,Visions,0.01,false,Mint,English,19960620,0.04,0.08
1,"Heat of Battle",88,sth,Stronghold,0.01,false,Mint,English,19960620,0.07,0.07
1,"Heavy Ballista",23,6ed,Classic Sixth Edition,0.01,false,NearMint,English,19960619,0.09,0.09
1,"Hibernation Sliver",128,sth,Stronghold,0.01,false,Mint,English,20200620,2.0,2.0
1,"Hill Giant",33,itp,Introductory Two-Player Set,0.01,false,Mint,English,19960619,0.0,0.0
1,"Homarid Warrior",92,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.05,0.05
2,"Honorable Passage",9,tsb,Time Spiral Timeshifted,0.01,false,NearMint,English,19960619,0.1,0.2
1,"Hope Charm",8,vis,Visions,0.01,false,Mint,English,19960619,0.03,0.03
2,"Hurloon Minotaur",158,lea,Limited Edition Alpha,0.01,false,Mint,English,19960619,48.87,97.74
1,"Hurricane",251,4ed,Fourth Edition,0.01,false,Mint,English,19960619,0.1,0.1
3,"Impulse",11,f01,Friday Night Magic 2001,0.01,false,Mint,English,20200620,0.0,0.0
1,"Incinerate",184,mir,Mirage,0.01,false,Mint,English,19960620,0.09,0.09
1,"Indestructible Aura",21,leg,Legends,0.01,false,Mint,English,19960619,0.25,0.25
3,"Infantry Veteran",8,ath,Anthologies,0.01,false,NearMint,English,19960619,0.06,0.18
1,"Infernal Harvest",62,vis,Visions,0.01,false,Mint,English,19960620,0.05,0.05
1,"Inspiration",35,vis,Visions,0.01,false,Mint,English,20200620,0.04,0.04
1,"Instill Energy",304,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.72,0.72
1,"Invasion Plans",89,sth,Stronghold,0.01,false,Mint,English,19960620,0.49,0.49
1,"Iron-Heart Chimera",146,vis,Visions,0.01,false,Mint,English,20200620,0.08,0.08
3,"Ironclaw Orcs",206,4bb,Fourth Edition Foreign Black Border,0.01,false,Mint,English,19960620,0.0,0.0
1,"Irrigated Farmland",245,akh,Amonkhet,0.01,false,Mint,English,20200619,0.25,0.25
1,"Jabari's Banner",150,wth,Weatherlight,0.01,false,Mint,English,20200620,0.04,0.04
2,"Jamuraan Lion",10,vis,Visions,0.01,false,NearMint,English,19960619,0.05,0.1
1,"Jolrael's Centaur",222,mir,Mirage,0.01,false,Mint,English,19960619,0.03,0.03
1,"Jump",61,2ed,Unlimited Edition,0.01,false,Mint,English,20200620,0.49,0.49
1,"Junún Efreet",143,4bb,Fourth Edition Foreign Black Border,0.01,false,Mint,English,19960620,0.0,0.0
1,"Kaervek's Torch",185,mir,Mirage,0.01,false,Mint,English,19960619,0.08,0.08
2,"Keeper of Kookus",85,vis,Visions,0.01,false,Mint,English,19960620,0.04,0.08
4,"Keepers of the Faith",9,chr,Chronicles,0.01,false,NearMint,English,20060619,0.03,0.12
1,"Kei Takahashi",78,chr,Chronicles,0.01,false,Mint,English,20200620,0.04,0.04
1,"Killer Bees",146,ren,Renaissance,0.01,false,Mint,English,19960619,0.0,0.0
1,"King Cheetah",110,vis,Visions,0.01,false,Mint,English,19960619,0.04,0.04
1,"Kismet",27,6ed,Classic Sixth Edition,0.01,false,NearMint,English,19960619,0.7,0.7
1,"Kjeldoran Skycaptain",39,ice,Ice Age,0.01,false,NearMint,English,19960619,0.08,0.08
2,"Knight of Valor",11,vis,Visions,0.01,false,NearMint,English,19960619,0.05,0.1
1,"Krovikan Fetish",172,5ed,Fifth Edition,0.01,false,Mint,English,19960620,0.05,0.05
1,"Krovikan Sorcerer",81,ice,Ice Age,0.01,false,Mint,English,20200620,0.04,0.04
1,"Kukemssa Serpent",72,mir,Mirage,0.01,false,Mint,English,20200620,0.02,0.02
1,"Kyscu Drake",111,vis,Visions,0.01,false,Mint,English,19960619,0.05,0.05
1,"Lab Rats",61,sth,Stronghold,0.01,false,Mint,English,19960620,0.09,0.09
1,"Land Leeches",255,4ed,Fourth Edition,0.01,false,Mint,English,19960619,0.03,0.03
1,"Lead-Belly Chimera",148,vis,Visions,0.01,false,Mint,English,20200620,0.06,0.06
1,"Leap",35,sth,Stronghold,0.01,false,Mint,English,20200620,0.1,0.1
1,"Ley Druid",205,lea,Limited Edition Alpha,0.01,false,Mint,English,19960619,96.99,96.99
1,"Lifeforce",207,leb,Limited Edition Beta,0.01,false,Mint,English,19960619,43.5,43.5
1,"Lifeforce",310,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.1,0.1
1,"Lifetap",99,5ed,Fifth Edition,0.01,false,Mint,English,20200620,0.07,0.07
1,"Lion's Eye Diamond",307,mir,Mirage,0.01,false,NearMint,English,20060619,510.95,510.95
1,"Living Armor",104,drk,The Dark,0.01,false,Mint,English,20200620,0.3,0.3
1,"Living Artifact",311,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.18,0.18
1,"Living Lands",238,6ed,Classic Sixth Edition,0.01,false,Mint,English,19960619,0.19,0.19
1,"Llanowar Behemoth",132,wth,Weatherlight,0.01,false,Mint,English,19960619,0.05,0.05
1,"Llanowar Druid",133,wth,Weatherlight,0.01,false,Mint,English,19960619,0.15,0.15
1,"Llanowar Elves",313,5ed,Fifth Edition,0.01,false,Mint,English,19960619,0.23,0.23
1,"Longbow Archer",30,6ed,Classic Sixth Edition,0.01,false,NearMint,English,19960619,0.09,0.09
3,"Lowland Basilisk",109,sth,Stronghold,0.01,false,Mint,English,19960619,0.04,0.12
1,"Magma Mine",149,vis,Visions,0.01,false,Mint,English,20200620,0.06,0.06
1,"Mana Chains",41,wth,Weatherlight,0.01,false,Mint,English,20200620,0.04,0.04
1,"Manta Ray",42,wth,Weatherlight,0.01,false,Mint,English,20200620,0.03,0.03
1,"Marsh Gas",59,ren,Renaissance,0.01,false,Mint,English,19960620,0.0,0.0
2,"Martyrdom",,all,Alliances,0.01,false,NearMint,English,19960619,0.09,0.18
1,"Mask of the Mimic",37,sth,Stronghold,0.01,false,Mint,English,20200620,0.25,0.25
1,"Master Warcraft",202,cma,Commander Anthology,0.01,false,NearMint,English,20200620,0.19,0.19
1,"Meandering River",19,gs1,Global Series Jiang Yanggu & Mu Yanling,0.01,false,Mint,English,19960619,0.09,0.09
1,"Merfolk of the Pearl Trident",68,fbb,Foreign Black Border,0.01,false,Mint,English,20200620,0.0,0.0
1,"Mesa Falcon",31,6ed,Classic Sixth Edition,0.01,false,NearMint,English,19960619,0.04,0.04
1,"Mesa Pegasus",47,5ed,Fifth Edition,0.01,false,NearMint,English,19960619,0.05,0.05
1,"Mind Ravel",176,5ed,Fifth Edition,0.01,false,Mint,English,19960620,0.05,0.05
1,"Mind Whip",149,ice,Ice Age,0.01,false,Mint,English,19960620,0.1,0.1
1,"Mindstab Thrull",178,5ed,Fifth Edition,0.01,false,Mint,English,19960620,0.05,0.05
2,"Mob Justice",90,sth,Stronghold,0.01,false,Mint,English,19960620,0.15,0.3
1,"Mob Mentality",88,vis,Visions,0.01,false,Mint,English,19960620,0.11,0.11
2,"Mogg Bombers",91,sth,Stronghold,0.01,false,Mint,English,19960619,0.03,0.06
1,"Mogg Flunkies",92,sth,Stronghold,0.01,false,Mint,English,19960620,0.05,0.05
1,"Mole Worms",179,5ed,Fifth Edition,0.01,false,Mint,English,19960620,0.05,0.05
1,"Morale",15,ren,Renaissance,0.01,false,NearMint,English,20200619,0.0,0.0
1,"Mortal Wound",113,vis,Visions,0.01,false,Mint,English,19960619,0.03,0.03
1,"Mountain Goat",195,6ed,Classic Sixth Edition,0.01,false,Mint,English,19960620,0.05,0.05
1,"Mountain Yeti",159,leg,Legends,0.01,false,Mint,English,19960619,3.05,3.05
1,"Mtenda Herder",29,mir,Mirage,0.01,false,Mint,English,19960619,0.02,0.02
1,"Mtenda Lion",230,mir,Mirage,0.01,false,Mint,English,19960619,0.03,0.03
2,"Mulch",110,sth,Stronghold,0.01,false,Mint,English,19960619,0.08,0.16
1,"Murk Dwellers",21,itp,Introductory Two-Player Set,0.01,false,Mint,English,19960620,0.0,0.0
1,"Mwonvuli Ooze",135,wth,Weatherlight,0.01,false,Mint,English,19960619,0.9,0.9
1,"Mystical Tutor",80,mir,Mirage,0.01,false,Mint,English,20200620,18.79,18.79
1,"Nature's Blessing",110,all,Alliances,0.01,false,Mint,English,20200620,0.08,0.08
1,"Nature's Chosen",97,all,Alliances,0.01,false,Mint,English,19960619,0.71,0.71
1,"Nature's Kiss",136,wth,Weatherlight,0.01,false,Mint,English,19960619,0.01,0.01
1,"Necrosavant",65,vis,Visions,0.01,false,Mint,English,19960620,0.1,0.1
1,"Nekrataal",66,vis,Visions,0.01,false,Mint,English,19960620,0.1,0.1
1,"Nicol Bolas",246,leg,Legends,0.01,false,NearMint,English,20060619,160.0,160.0
1,"Noble Elephant",30,mir,Mirage,0.01,false,NearMint,English,19960619,0.02,0.02
2,"Nomads en-Kor",9,sth,Stronghold,0.01,false,NearMint,English,19960619,0.14,0.28
1,"Oasis",362,4ed,Fourth Edition,0.01,false,Mint,English,20200620,0.09,0.09
1,"Obelisk of Undoing",104,chr,Chronicles,0.01,false,Mint,English,20200620,0.1,0.1
